assessment_id,student_id,course_id,score,attempt_date
9878,45407,141,93,5/19/2023
9879,35189,80,0,1/26/2022
9880,23934,88,62,5/20/2021
9881,17809,147,90,6/4/2022
9882,46402,96,93,12/15/2022
9883,12208,135,8,8/30/2021
9884,4664,83,50,7/9/2020
9885,22019,62,66,1/19/2022
9886,12690,194,45,3/23/2022
9887,23203,65,22,10/17/2021
9888,31051,4,42,10/22/2024
9889,10757,118,0,12/22/2020
9890,35829,9,51,12/11/2024
9891,4336,65,93,9/9/2022
9892,14050,153,84,1/15/2024
9893,45303,177,23,3/2/2024
9894,5717,22,11,10/6/2023
9895,112,106,15,7/4/2021
9896,23797,88,80,11/20/2020
9897,46657,41,69,4/1/2022
9898,41436,33,50,6/5/2021
9899,26891,57,26,6/26/2022
9900,4102,164,46,7/4/2024
9901,14425,161,16,3/29/2020
9902,41970,144,51,6/24/2024
9903,10909,93,99,9/26/2021
9904,23892,161,65,4/6/2021
9905,12879,21,21,4/18/2021
9906,25494,198,5,10/14/2024
9907,14017,143,61,3/17/2023
9908,25178,50,25,2/25/2022
9909,23977,143,16,6/10/2020
9910,45336,166,44,6/25/2024
9911,11053,124,86,9/17/2024
9912,23994,199,83,3/15/2023
9913,31327,195,58,3/16/2023
9914,43195,171,40,3/5/2020
9915,3303,2,59,6/5/2022
9916,29646,66,39,6/6/2020
9917,40881,12,21,12/3/2024
9918,34545,5,64,9/3/2021
9919,31037,106,21,5/8/2022
9920,14217,95,2,8/2/2023
9921,9841,191,63,12/18/2024
9922,21311,132,47,2/2/2024
9923,34656,53,60,5/7/2023
9924,46391,156,11,10/10/2020
9925,176,55,81,9/5/2021
9926,47121,117,41,8/27/2022
9927,18181,148,34,2/7/2020
9928,43993,88,45,10/4/2024
9929,38795,160,8,10/30/2023
9930,31472,155,7,5/9/2023
9931,20505,43,42,4/29/2024
9932,30234,14,28,7/2/2022
9933,23681,82,59,6/11/2020
9934,38305,111,69,6/21/2021
9935,30965,42,34,5/16/2024
9936,34876,80,21,12/31/2020
9937,49959,25,18,2/7/2023
9938,40764,167,67,10/8/2024
9939,23094,183,95,4/14/2024
9940,19610,32,93,6/27/2020
9941,39559,181,53,6/5/2022
9942,18122,188,76,9/3/2020
9943,8581,163,50,12/24/2022
9944,12220,183,8,9/26/2024
9945,41839,153,82,5/11/2020
9946,38348,9,60,8/6/2021
9947,1252,178,47,12/3/2024
9948,13241,76,78,4/17/2024
9949,9288,48,6,4/29/2022
9950,1949,160,21,7/20/2024
9951,23362,28,24,11/30/2020
9952,6269,183,95,10/15/2024
9953,1093,57,74,7/1/2021
9954,31480,107,3,7/8/2024
9955,25122,23,69,11/27/2022
9956,42055,12,45,11/11/2021
9957,49255,191,80,3/15/2023
9958,40489,120,36,12/27/2024
9959,46330,100,28,8/1/2021
9960,15910,41,31,7/18/2020
9961,19088,27,20,3/22/2024
9962,1363,183,54,6/11/2022
9963,33816,100,15,2/7/2022
9964,4188,106,83,4/10/2021
9965,42094,54,75,10/14/2021
9966,44756,166,70,4/19/2020
9967,48543,148,6,11/22/2021
9968,34524,4,65,7/4/2023
9969,25128,42,91,11/23/2021
9970,29071,199,81,8/3/2020
9971,26171,73,68,3/15/2024
9972,49202,152,53,6/29/2021
9973,14656,168,81,2/28/2022
9974,42881,106,13,9/28/2023
9975,36021,92,2,4/15/2020
9976,36013,69,15,5/22/2024
9977,43903,164,91,11/13/2023
9978,18287,104,89,6/19/2024
9979,16361,92,89,12/1/2024
9980,37335,85,66,2/13/2021
9981,47867,75,99,6/9/2022
9982,12408,190,14,1/17/2024
9983,10729,199,9,7/19/2021
9984,44580,32,3,10/12/2021
9985,25653,27,55,2/15/2024
9986,5598,196,32,3/1/2021
9987,8009,77,67,12/15/2020
9988,3800,51,6,1/16/2023
9989,242,24,93,1/24/2023
9990,13394,25,2,1/8/2020
9991,47758,148,72,1/3/2020
9992,14667,61,9,4/24/2023
9993,8722,124,2,5/30/2021
9994,49733,32,42,10/17/2020
9995,20610,9,32,2/17/2023
9996,8834,89,58,1/17/2022
9997,25614,150,13,9/29/2021
9998,33869,126,20,5/4/2022
9999,13797,126,18,3/28/2023
10000,11992,37,99,4/26/2022
10001,8092,17,25,2/26/2020
10002,39200,171,28,5/24/2022
10003,19797,25,36,1/31/2020
10004,31869,75,72,4/27/2022
10005,44929,14,88,9/17/2021
10006,21412,113,24,10/1/2021
10007,49228,200,21,4/23/2023
10008,34167,11,1,12/9/2023
10009,31745,177,28,3/22/2021
10010,18737,79,70,12/12/2021
10011,22653,59,4,4/1/2021
10012,13150,58,72,4/24/2024
10013,24329,57,10,8/5/2024
10014,44692,165,4,9/11/2024
10015,44552,199,62,10/3/2024
10016,15121,21,5,7/19/2023
10017,34203,38,99,12/25/2021
10018,22771,188,16,4/24/2024
10019,29691,186,23,4/5/2023
10020,40965,33,98,2/22/2023
10021,39996,146,0,9/6/2023
10022,44435,48,68,5/31/2022
10023,2745,36,50,12/4/2023
10024,43227,90,55,5/29/2020
10025,28591,120,28,7/25/2024
10026,8987,149,74,11/3/2022
10027,32317,4,8,8/25/2021
10028,5317,167,88,5/20/2022
10029,9558,15,12,7/2/2024
10030,28732,150,2,7/2/2024
10031,25064,152,85,7/23/2021
10032,21828,107,65,7/8/2020
10033,32495,23,16,3/19/2021
10034,25260,196,8,5/7/2020
10035,2278,80,28,3/31/2022
10036,31399,188,8,10/3/2022
10037,1255,138,47,8/6/2023
10038,40805,44,33,3/31/2022
10039,39193,126,24,10/30/2021
10040,31835,3,78,11/23/2021
10041,4168,66,27,1/21/2023
10042,10653,9,69,11/19/2024
10043,34080,62,90,6/29/2020
10044,333,109,53,12/4/2021
10045,28510,140,15,12/30/2022
10046,41052,45,83,7/6/2024
10047,35361,74,56,9/14/2021
10048,45777,102,33,11/16/2020
10049,33111,130,84,3/9/2021
10050,31047,59,72,2/25/2021
10051,45259,139,93,11/17/2023
10052,26580,77,13,6/10/2020
10053,40291,92,44,8/22/2022
10054,29620,48,61,8/14/2023
10055,26441,17,70,9/4/2024
10056,13218,55,14,7/22/2021
10057,34265,109,89,7/12/2020
10058,20425,181,13,2/12/2020
10059,28548,39,59,11/17/2023
10060,22966,101,90,4/9/2020
10061,32337,97,88,1/10/2021
10062,16081,187,77,2/29/2024
10063,958,34,69,3/7/2020
10064,47600,193,33,12/28/2024
10065,24215,199,77,3/22/2024
10066,8463,11,30,7/15/2021
10067,41081,69,47,8/2/2021
10068,12839,131,20,7/17/2020
10069,9694,157,27,8/3/2024
10070,23349,112,52,10/24/2020
10071,31164,118,91,2/7/2020
10072,25916,85,68,4/19/2020
10073,39360,126,77,9/24/2023
10074,22496,34,1,3/26/2022
10075,29752,149,8,5/8/2021
10076,26046,104,10,1/6/2022
10077,11534,87,93,6/24/2023
10078,233,152,78,11/26/2023
10079,15682,146,0,11/6/2022
10080,45520,24,33,12/17/2020
10081,30706,128,40,6/16/2021
10082,45500,105,34,10/18/2020
10083,6288,189,32,12/9/2020
10084,41095,91,14,4/10/2021
10085,23086,31,99,7/29/2021
10086,16714,16,25,2/5/2021
10087,30205,81,34,2/23/2024
10088,4215,103,43,7/16/2021
10089,45905,134,83,10/30/2022
10090,22553,20,37,11/13/2024
10091,6881,145,76,6/23/2021
10092,7467,30,35,8/16/2020
10093,6650,6,21,4/8/2022
10094,35646,64,63,3/16/2022
10095,43220,11,86,8/31/2021
10096,37075,182,37,3/31/2023
10097,45881,51,18,11/14/2023
10098,48833,42,22,8/18/2024
10099,24104,72,69,12/27/2023
10100,35738,40,33,3/4/2024
10101,26447,23,89,1/21/2024
10102,7759,169,2,3/31/2023
10103,5499,15,0,9/8/2024
10104,23239,65,75,6/14/2021
10105,4836,170,27,3/28/2022
10106,8272,10,8,6/1/2022
10107,47655,64,43,3/23/2022
10108,49458,152,78,5/5/2024
10109,586,121,48,8/27/2022
10110,34641,130,39,12/9/2023
10111,46297,184,100,7/3/2023
10112,10343,168,21,6/4/2021
10113,48378,78,16,7/7/2022
10114,44939,6,54,2/27/2023
10115,39405,90,83,11/26/2024
10116,5685,72,41,2/28/2022
10117,40384,118,62,4/26/2024
10118,108,68,46,8/13/2022
10119,13886,162,26,8/19/2023
10120,5596,136,50,6/11/2024
10121,39689,14,14,6/21/2022
10122,44429,38,38,10/24/2024
10123,10699,170,75,11/17/2024
10124,14506,158,96,8/8/2021
10125,23502,40,15,5/23/2023
10126,23570,27,93,4/28/2024
10127,3676,48,66,10/14/2024
10128,24402,16,90,6/11/2020
10129,23369,78,76,12/12/2020
10130,2685,104,23,9/13/2024
10131,25878,140,25,9/22/2021
10132,34996,169,83,7/8/2022
10133,10002,175,64,2/11/2021
10134,2785,137,70,1/28/2024
10135,38784,165,55,1/24/2023
10136,40956,61,78,5/17/2022
10137,28273,69,20,4/7/2022
10138,38106,159,66,5/16/2023
10139,2177,86,88,12/20/2021
10140,4825,28,35,1/30/2024
10141,40064,150,58,9/21/2021
10142,39043,69,17,10/30/2024
10143,43757,63,56,6/27/2023
10144,13799,53,25,4/4/2021
10145,35814,161,77,2/22/2020
10146,39671,128,97,1/12/2023
10147,15545,183,63,9/11/2020
10148,45061,116,56,2/20/2024
10149,21346,151,1,5/2/2023
10150,7509,179,7,6/4/2021
10151,47059,114,37,4/14/2020
10152,44055,83,94,11/29/2022
10153,49226,143,36,10/25/2021
10154,34988,40,4,11/7/2020
10155,14431,143,79,6/27/2021
10156,31925,65,14,3/27/2023
10157,18572,146,9,10/19/2021
10158,41675,74,11,2/6/2024
10159,36002,101,81,7/2/2023
10160,16088,33,59,2/20/2023
10161,22828,24,92,1/4/2024
10162,19014,169,80,12/10/2024
10163,32598,72,4,9/22/2024
10164,45299,164,71,11/10/2021
10165,6043,172,39,7/31/2024
10166,44792,167,14,5/29/2024
10167,30227,85,70,5/12/2024
10168,28215,49,52,4/2/2021
10169,40862,77,97,10/25/2022
10170,44364,156,30,10/9/2024
10171,33381,109,67,9/13/2022
10172,10858,96,84,10/8/2023
10173,14841,147,53,5/27/2023
10174,10998,113,54,5/26/2024
10175,2257,198,90,6/13/2020
10176,47183,101,58,12/10/2023
10177,31909,179,100,4/10/2023
10178,25588,164,86,7/31/2020
10179,13418,50,83,3/11/2020
10180,13654,194,77,11/25/2023
10181,29046,200,44,3/15/2024
10182,12298,22,48,12/10/2021
10183,26488,21,60,6/24/2021
10184,215,5,60,9/15/2024
10185,9917,56,88,2/20/2024
10186,35268,152,19,5/28/2023
10187,31007,90,17,4/14/2022
10188,12180,121,23,3/22/2024
10189,43575,22,57,11/4/2021
10190,17711,65,9,12/24/2021
10191,42579,137,3,5/23/2020
10192,24037,195,23,2/9/2023
10193,14380,16,98,3/31/2024
10194,45863,78,93,8/25/2022
10195,32857,155,26,9/21/2020
10196,21023,157,63,8/14/2024
10197,5742,180,62,4/18/2020
10198,28566,178,44,6/28/2024
10199,11947,46,66,4/12/2021
10200,2446,189,63,1/10/2020
10201,31872,142,26,4/21/2023
10202,10281,179,26,2/13/2023
10203,21367,103,32,4/23/2021
10204,21856,25,88,10/16/2024
10205,1915,65,22,1/21/2021
10206,36906,85,87,4/27/2021
10207,36604,90,59,12/8/2020
10208,29624,12,69,5/6/2024
10209,3898,102,9,6/9/2024
10210,32930,175,77,7/9/2020
10211,6425,191,94,7/20/2021
10212,2065,196,16,2/13/2022
10213,1344,69,94,2/11/2022
10214,9734,48,85,2/4/2024
10215,13134,150,60,9/21/2021
10216,9424,39,20,6/29/2023
10217,40206,179,40,2/23/2024
10218,45730,17,44,9/7/2023
10219,46597,69,89,4/30/2020
10220,28930,188,94,10/29/2023
10221,6023,175,30,3/11/2022
10222,28561,32,25,3/30/2024
10223,19802,68,84,11/19/2023
10224,13376,57,23,10/14/2020
10225,37790,55,40,3/24/2023
10226,1072,46,77,1/3/2020
10227,17517,112,18,4/26/2021
10228,8948,70,80,6/6/2022
10229,41700,107,56,2/16/2022
10230,13174,175,15,11/12/2024
10231,23841,8,59,2/25/2021
10232,6002,139,62,1/22/2024
10233,31756,46,30,7/12/2022
10234,34373,76,51,6/20/2020
10235,43011,177,21,4/18/2023
10236,24901,189,74,4/9/2021
10237,35555,83,46,10/4/2023
10238,40572,16,36,4/9/2023
10239,28780,135,91,7/13/2023
10240,11909,29,43,10/18/2022
10241,17925,127,1,9/14/2022
10242,22983,174,58,3/16/2024
10243,27365,136,44,2/2/2024
10244,47312,80,86,11/21/2020
10245,30936,41,85,2/2/2024
10246,24266,40,47,4/7/2023
10247,2617,135,36,4/28/2020
10248,5739,71,0,5/15/2022
10249,26116,14,20,12/15/2024
10250,18732,137,71,7/14/2022
10251,46983,68,9,1/10/2022
10252,22123,118,89,8/18/2023
10253,31797,130,96,11/8/2021
10254,30054,121,81,9/27/2022
10255,3632,36,61,10/30/2024
10256,4522,103,27,12/4/2024
10257,29540,132,46,1/25/2024
10258,47739,160,5,11/10/2024
10259,35822,192,65,7/12/2024
10260,2772,23,0,6/10/2021
10261,33824,66,69,2/1/2023
10262,16241,77,62,11/21/2022
10263,47961,172,60,6/20/2021
10264,29862,67,89,2/10/2020
10265,42874,86,52,12/22/2020
10266,35182,125,15,6/8/2024
10267,36876,139,33,10/27/2023
10268,1944,132,91,10/13/2023
10269,6415,131,49,4/6/2023
10270,5317,97,58,5/12/2024
10271,45408,113,83,10/20/2023
10272,26986,132,53,7/27/2024
10273,31934,46,46,6/13/2021
10274,47338,192,79,11/16/2023
10275,885,75,21,12/10/2022
10276,22622,97,78,9/4/2021
10277,23936,171,85,8/30/2024
10278,49114,89,72,4/17/2021
10279,26591,109,84,5/9/2023
10280,27831,18,38,4/23/2023
10281,7705,50,77,11/27/2022
10282,11811,137,73,6/15/2020
10283,15593,72,68,3/30/2024
10284,25824,92,63,4/21/2023
10285,40161,48,85,8/18/2023
10286,47107,118,33,10/27/2020
10287,26887,180,38,2/20/2023
10288,48477,68,43,9/5/2020
10289,7948,95,62,2/24/2022
10290,42062,181,79,5/1/2023
10291,30831,63,70,8/25/2023
10292,2613,172,70,11/24/2020
10293,30413,152,28,3/4/2022
10294,24559,194,43,5/1/2022
10295,24926,136,37,10/22/2023
10296,15447,12,7,1/14/2022
10297,46788,13,2,8/21/2024
10298,9383,98,6,11/14/2021
10299,31361,35,10,7/7/2021
10300,21255,135,35,10/8/2022
10301,16261,119,13,10/20/2020
10302,10022,14,10,1/8/2020
10303,19808,95,84,7/16/2024
10304,21449,32,71,11/16/2020
10305,7096,18,21,8/25/2022
10306,12100,37,23,4/29/2021
10307,43517,145,62,5/27/2021
10308,36734,43,43,6/9/2023
10309,28745,131,54,12/21/2021
10310,17054,19,34,9/28/2024
10311,22921,166,62,1/2/2024
10312,14955,57,38,11/27/2024
10313,7100,62,76,2/2/2021
10314,47698,181,5,3/15/2022
10315,24045,16,93,10/30/2023
10316,13852,15,0,1/6/2021
10317,35783,15,9,7/19/2024
10318,10876,121,9,12/5/2022
10319,23364,124,83,10/16/2023
10320,49232,30,64,10/30/2024
10321,8154,70,86,8/13/2021
10322,14454,184,37,3/2/2021
10323,24459,171,7,6/17/2024
10324,768,26,98,11/9/2020
10325,2407,78,49,12/12/2024
10326,26854,40,94,11/5/2022
10327,9623,138,95,7/29/2020
10328,8585,51,74,3/30/2023
10329,32434,124,26,8/14/2023
10330,14491,78,49,3/20/2023
10331,39484,37,5,3/2/2024
10332,36104,116,84,5/17/2023
10333,23331,2,42,10/28/2024
10334,10941,142,44,11/26/2020
10335,10918,139,62,2/10/2021
10336,16673,31,43,12/15/2020
10337,24718,135,29,10/25/2022
10338,5982,166,27,11/3/2023
10339,10179,134,44,2/20/2023
10340,19375,117,42,4/30/2023
10341,32080,189,47,10/6/2024
10342,9619,67,49,1/5/2024
10343,31355,185,76,7/1/2023
10344,23741,110,29,3/22/2021
10345,31345,6,8,5/19/2023
10346,12580,18,18,10/17/2020
10347,33611,76,86,1/18/2020
10348,22161,65,51,10/23/2023
10349,28415,2,71,2/8/2020
10350,32770,148,51,1/9/2023
10351,764,155,97,6/4/2021
10352,4952,65,59,8/2/2024
10353,17440,57,43,3/27/2020
10354,14369,60,97,4/27/2021
10355,40632,49,92,8/12/2023
10356,25491,81,11,7/12/2023
10357,23043,54,84,2/8/2023
10358,31722,106,93,2/17/2021
10359,3915,84,45,6/13/2022
10360,21021,4,11,3/27/2023
10361,8911,7,1,12/2/2020
10362,39412,63,76,9/19/2023
10363,2898,187,81,4/1/2021
10364,48343,166,43,5/10/2020
10365,13651,177,35,8/8/2020
10366,18519,112,19,9/15/2024
10367,38979,36,12,4/16/2022
10368,4362,66,62,10/23/2021
10369,18864,93,31,8/5/2021
10370,40022,195,78,10/3/2024
10371,234,175,50,5/20/2021
10372,28630,45,35,4/26/2024
10373,30330,96,55,4/6/2020
10374,28889,135,71,5/18/2021
10375,24403,189,53,3/21/2023
10376,1368,145,54,2/11/2023
10377,47977,170,15,6/10/2024
10378,31036,80,24,2/14/2021
10379,46951,47,61,3/31/2023
10380,18828,136,11,7/23/2020
10381,31945,135,56,6/13/2020
10382,13365,28,2,7/28/2024
10383,39617,92,47,6/29/2022
10384,45739,86,10,3/1/2022
10385,7264,4,83,3/1/2023
10386,31758,115,7,3/11/2022
10387,14160,189,80,12/24/2022
10388,17459,19,100,3/6/2023
10389,45556,106,54,11/25/2020
10390,20167,2,80,2/9/2024
10391,8512,188,42,1/3/2020
10392,6542,24,9,4/15/2024
10393,2218,54,36,1/6/2024
10394,26880,134,82,7/26/2022
10395,26050,81,29,10/18/2023
10396,42099,28,92,3/22/2023
10397,40199,131,54,5/19/2022
10398,37803,4,97,2/12/2022
10399,46421,113,6,4/14/2020
10400,9041,157,89,3/8/2022
10401,15505,8,60,10/22/2023
10402,44911,58,90,1/30/2023
10403,3178,185,61,9/22/2024
10404,46577,124,41,2/26/2021
10405,14457,11,26,12/17/2020
10406,32900,87,38,11/8/2020
10407,46181,148,18,7/29/2024
10408,26620,70,67,12/25/2023
10409,27061,39,86,11/30/2021
10410,15564,137,47,9/19/2022
10411,48674,180,41,3/15/2020
10412,15006,20,92,1/3/2021
10413,19160,140,55,8/9/2024
10414,42265,64,13,3/5/2024
10415,46126,14,47,11/28/2021
10416,26787,101,86,12/20/2020
10417,19152,112,19,1/15/2020
10418,32440,98,50,8/12/2023
10419,46064,66,82,7/31/2022
10420,41686,45,5,5/2/2021
10421,46249,29,33,12/10/2023
10422,17632,138,52,6/18/2020
10423,49291,188,19,6/18/2021
10424,27383,132,39,9/7/2022
10425,20729,158,37,6/25/2020
10426,31443,116,1,6/15/2021
10427,6124,161,88,5/3/2021
10428,16201,25,30,7/25/2024
10429,5375,168,99,10/31/2022
10430,5607,54,45,7/30/2022
10431,35197,15,47,9/22/2021
10432,23513,165,25,4/20/2024
10433,20695,158,79,11/21/2023
10434,12507,77,81,9/19/2020
10435,4387,89,42,5/14/2024
10436,4016,158,59,6/25/2023
10437,44070,28,11,5/23/2023
10438,36065,64,25,3/7/2024
10439,27530,198,20,10/20/2023
10440,49678,70,0,3/12/2024
10441,34776,127,8,6/1/2021
10442,16009,5,85,6/1/2020
10443,32002,122,96,12/1/2020
10444,2801,179,35,12/24/2024
10445,15614,152,13,3/6/2022
10446,49071,86,66,12/23/2024
10447,8655,120,88,2/21/2021
10448,27691,129,22,12/16/2022
10449,18723,66,51,7/19/2022
10450,18710,43,100,8/12/2021
10451,32031,156,86,12/20/2021
10452,29398,30,11,5/18/2023
10453,12562,160,60,6/29/2022
10454,36806,97,0,3/11/2022
10455,31166,63,86,7/3/2021
10456,23906,147,40,5/28/2021
10457,39851,12,36,10/10/2022
10458,44236,18,36,11/16/2021
10459,9340,23,66,2/25/2021
10460,32316,52,75,1/1/2022
10461,30939,5,5,4/8/2022
10462,43560,112,89,5/10/2020
10463,12199,86,82,2/20/2020
10464,39911,184,11,12/11/2023
10465,11548,104,53,6/27/2021
10466,29607,152,25,1/19/2022
10467,45181,196,81,9/21/2022
10468,967,36,76,5/27/2022
10469,30605,17,57,12/3/2020
10470,43147,92,85,3/8/2022
10471,38918,46,54,5/24/2023
10472,46567,56,62,9/11/2021
10473,49522,48,7,3/14/2021
10474,5359,43,100,6/11/2023
10475,34482,39,18,5/17/2020
10476,310,117,48,6/15/2021
10477,47864,62,69,7/3/2021
10478,34854,80,36,4/5/2022
10479,48021,143,9,4/24/2022
10480,45120,87,87,7/20/2023
10481,37750,115,28,1/31/2020
10482,21220,196,65,1/27/2021
10483,14250,147,10,6/9/2020
10484,45758,64,94,12/25/2023
10485,43712,182,73,12/21/2020
10486,40549,28,53,1/6/2021
10487,20206,65,31,3/9/2024
10488,32476,161,94,5/14/2023
10489,12492,139,80,3/15/2021
10490,44710,192,45,12/22/2020
10491,24375,160,60,1/16/2020
10492,42465,67,47,6/6/2021
10493,32948,101,37,4/2/2021
10494,23921,12,62,4/3/2022
10495,40749,165,39,12/20/2023
10496,15073,65,76,12/4/2024
10497,43735,116,66,6/26/2020
10498,42564,42,38,5/21/2021
10499,17847,142,89,12/3/2023
10500,1411,172,32,2/28/2024
10501,34891,151,19,2/2/2024
10502,41576,115,78,8/22/2022
10503,1340,26,39,4/9/2024
10504,33640,21,79,11/2/2021
10505,5939,199,9,10/20/2023
10506,29436,138,94,3/14/2020
10507,7212,162,18,12/7/2021
10508,35125,76,15,3/20/2021
10509,46315,68,29,2/15/2022
10510,9467,121,1,7/28/2021
10511,45374,57,64,7/20/2021
10512,35892,194,94,10/25/2021
10513,9674,12,45,9/25/2023
10514,31134,198,18,6/15/2021
10515,29341,28,88,8/22/2024
10516,38062,80,1,10/21/2020
10517,2267,23,16,6/29/2021
10518,43295,176,75,12/22/2023
10519,2834,84,50,9/15/2022
10520,37564,96,33,4/29/2023
10521,30920,45,66,2/3/2022
10522,9557,180,18,8/22/2022
10523,22633,62,83,10/15/2020
10524,2336,181,41,6/19/2021
10525,9121,67,21,5/22/2021
10526,10030,174,54,4/20/2020
10527,730,146,52,1/23/2022
10528,9440,28,37,7/22/2023
10529,40504,152,14,11/24/2023
10530,12535,55,1,5/25/2021
10531,49704,198,52,4/16/2020
10532,37529,106,70,12/26/2020
10533,49231,39,86,1/19/2024
10534,46835,155,59,11/14/2024
10535,3219,171,53,1/18/2024
10536,11232,184,32,8/14/2023
10537,29209,22,43,12/13/2020
10538,26015,54,0,4/17/2020
10539,44004,60,91,2/10/2021
10540,10895,14,88,1/23/2021
10541,31662,199,11,7/10/2022
10542,39733,155,12,9/6/2020
10543,41369,87,81,10/11/2022
10544,45006,4,78,4/7/2024
10545,32949,125,6,4/25/2023
10546,42679,58,33,2/3/2020
10547,19990,81,9,7/3/2022
10548,34163,113,54,8/17/2020
10549,37188,184,56,1/27/2022
10550,1147,189,46,7/18/2020
10551,16614,34,97,7/3/2021
10552,537,115,60,10/18/2022
10553,2254,43,95,5/6/2020
10554,28997,7,62,12/8/2022
10555,47208,33,96,10/26/2024
10556,36395,78,55,8/15/2023
10557,6835,4,6,8/11/2023
10558,18328,133,39,10/2/2022
10559,38914,22,20,12/2/2024
10560,33213,35,56,5/5/2023
10561,39365,198,89,8/5/2021
10562,20663,99,61,7/14/2023
10563,11187,131,61,8/16/2023
10564,20898,43,26,8/27/2020
10565,25655,199,63,3/16/2023
10566,16964,147,56,10/7/2021
10567,25673,18,16,8/12/2020
10568,42207,18,1,11/14/2020
10569,6275,170,48,9/12/2024
10570,21482,156,9,4/27/2020
10571,5815,185,33,3/4/2021
10572,12671,170,36,12/5/2021
10573,33605,36,87,11/14/2022
10574,48806,65,90,8/5/2020
10575,14040,73,58,5/12/2024
10576,19759,109,34,7/15/2020
10577,3284,139,17,4/11/2024
10578,27666,126,46,10/1/2024
10579,14634,83,2,12/9/2021
10580,26219,177,20,7/24/2020
10581,44281,110,22,1/6/2023
10582,38033,24,75,4/12/2022
10583,4024,54,14,8/5/2023
10584,31815,187,75,12/12/2024
10585,46833,26,5,12/17/2024
10586,33270,90,99,7/11/2020
10587,7651,35,54,1/28/2022
10588,17187,124,2,10/6/2022
10589,10957,44,96,7/28/2021
10590,7143,45,48,5/17/2024
10591,31723,167,20,4/4/2022
10592,42677,175,41,1/28/2020
10593,39650,113,38,5/21/2021
10594,20248,119,28,6/18/2020
10595,26190,172,8,2/28/2022
10596,49493,91,65,7/3/2021
10597,33436,5,95,8/31/2022
10598,806,105,19,3/26/2023
10599,15677,23,58,12/23/2021
10600,25502,20,94,10/9/2020
10601,6735,107,37,1/11/2024
10602,40029,131,80,9/27/2020
10603,9557,177,94,2/11/2022
10604,14651,187,24,4/1/2023
10605,43604,58,99,3/9/2024
10606,46230,89,64,2/28/2020
10607,1821,156,65,9/10/2024
10608,19902,192,24,5/20/2024
10609,7141,75,60,6/9/2021
10610,28392,42,22,10/11/2022
10611,39793,145,19,6/18/2022
10612,44896,90,35,1/21/2024
10613,23666,161,55,2/5/2020
10614,16208,57,54,8/27/2023
10615,34100,102,69,6/7/2021
10616,41532,167,54,5/28/2021
10617,38135,95,50,9/2/2021
10618,33996,31,19,11/13/2022
10619,47538,177,94,3/23/2020
10620,8767,1,12,12/6/2021
10621,27777,162,94,7/4/2024
10622,46997,44,75,7/23/2021
10623,22787,183,94,5/27/2021
10624,39861,196,44,5/22/2021
10625,18766,54,96,5/3/2023
10626,16706,62,61,7/3/2021
10627,39289,34,25,2/13/2021
10628,9557,137,42,9/24/2024
10629,3983,6,21,10/31/2020
10630,46670,80,93,1/1/2023
10631,3882,128,52,11/19/2024
10632,190,144,35,7/8/2021
10633,11742,64,74,3/27/2022
10634,30206,65,50,7/24/2023
10635,15454,189,51,8/3/2020
10636,45047,95,55,3/29/2024
10637,23168,141,70,8/14/2020
10638,41340,91,98,1/5/2023
10639,37238,57,34,2/13/2024
10640,7351,101,4,6/6/2024
10641,13084,16,15,1/13/2020
10642,17518,116,33,12/13/2024
10643,16429,122,88,9/9/2023
10644,39279,160,81,12/26/2021
10645,40461,135,90,3/16/2021
10646,16641,36,70,2/25/2024
10647,27311,13,36,5/26/2022
10648,21603,177,23,11/21/2021
10649,26432,185,80,5/8/2020
10650,26456,157,13,4/13/2021
10651,20397,141,65,4/30/2024
10652,30659,66,46,8/2/2021
10653,25296,69,38,1/19/2022
10654,15246,99,84,5/22/2021
10655,23313,139,78,2/18/2024
10656,29450,130,35,11/21/2020
10657,3169,195,83,9/17/2024
10658,12100,171,76,2/9/2020
10659,3493,27,58,9/10/2022
10660,9306,36,25,6/11/2024
10661,40854,182,85,8/16/2024
10662,5323,103,88,12/10/2023
10663,33826,197,60,3/4/2021
10664,10912,58,42,11/16/2022
10665,21603,77,16,8/30/2021
10666,13733,121,15,10/4/2024
10667,3583,118,82,9/20/2022
10668,2047,190,63,2/16/2023
10669,37698,9,48,2/4/2024
10670,49764,64,21,10/24/2024
10671,29297,21,73,5/25/2024
10672,4723,97,51,9/21/2021
10673,7314,37,79,11/13/2022
10674,11181,106,59,9/12/2022
10675,23063,180,60,9/4/2022
10676,7179,193,18,5/17/2021
10677,43989,119,12,7/13/2020
10678,8463,46,33,12/27/2021
10679,13341,47,20,5/30/2024
10680,39958,115,84,12/24/2024
10681,14381,78,99,4/17/2022
10682,23413,68,31,2/28/2023
10683,42442,122,16,2/3/2021
10684,6553,153,0,3/23/2024
10685,11633,94,77,10/2/2021
10686,14349,163,24,9/29/2023
10687,24345,154,22,11/1/2020
10688,41676,73,59,11/15/2024
10689,13935,157,44,5/8/2023
10690,7719,174,35,2/24/2021
10691,19673,87,88,3/2/2024
10692,19658,40,96,10/24/2022
10693,33469,60,5,6/25/2021
10694,25336,190,87,5/22/2023
10695,741,26,82,11/3/2020
10696,4838,174,81,6/6/2022
10697,39612,1,73,1/23/2023
10698,5012,30,36,9/2/2024
10699,42023,188,93,11/19/2024
10700,18849,80,47,10/13/2020
