enrollment_id,student_id,course_id,enroll_date,status
17226,6553,1380,2021-10-18,completed
17227,23569,15,2020-09-21,completed
17228,16153,1,2022-10-04,active
17229,53728,184,2024-07-12,completed
17230,52727,101,2021-12-27,completed
17231,29300,1180,2022-05-02,completed
17232,34398,88,2024-08-04,dropped
17233,40847,86,2020-02-13,completed
17234,9286,86,2021-05-05,active
17235,52107,70,2023-07-24,dropped
17236,29401,152,2021-08-24,dropped
17237,22368,57,2022-04-17,completed
17238,24291,91,2024-02-12,completed
17239,29880,60,2023-12-31,dropped
17240,24286,21,2021-08-02,completed
17241,50488,60,2024-12-30,dropped
17242,31187,67,2024-04-23,completed
17243,29955,174,2024-09-27,dropped
17244,35944,198,2023-06-13,INVALID
17245,101570,137,2023-01-09,dropped
17246,122670,100,2023-10-22,completed
17247,24603,128,2024-04-26,active
17248,51720,53,2024-09-21,dropped
17249,15978,129,2022-11-24,completed
17250,14634,133,2021-10-15,active
17251,38366,7,2023-07-21,completed
17252,25340,38,2021-07-21,active
17253,19000,17,2021-03-14,completed
17254,2550,132,2022-11-13,active
17255,29445,187,2020-06-21,completed
17256,10532,103,2022-09-17,active
17257,107650,96,2024-04-21,completed
17258,14601,184,2023-01-09,INVALID
17259,43111,54,2024-03-08,active
17260,30224,81,2021-10-18,INVALID
17261,8970,105,2020-05-17,active
17262,4232,114,2022-01-03,active
17263,48763,146,2020-03-06,INVALID
17264,25521,67,2020-02-20,active
17265,515,51,2024-10-01,dropped
17266,21865,199,2023-07-02,active
17267,29278,106,2020-10-06,INVALID
17268,49301,17,2023-11-16,INVALID
17269,39744,6,2020-11-05,completed
17270,9806,76,2022-09-03,active
17271,23554,104,2023-02-21,dropped
17272,41595,33,2022-12-29,completed
17273,13700,20,2024-01-02,INVALID
17274,198560,162,2022-05-08,INVALID
17275,19605,90,2020-08-07,dropped
17276,20564,37,2020-10-25,dropped
17277,3610,196,2020-09-02,dropped
17278,5305,109,2021-12-24,dropped
17279,51933,184,2024-09-05,completed
17280,18612,89,2022-12-26,completed
17281,24215,189,2020-06-08,dropped
17282,15603,153,2024-03-02,INVALID
17283,12920,104,2021-12-26,active
17284,30908,370,2022-07-27,completed
17285,2151,1050,2020-06-19,active
17286,18790,150,2024-05-21,dropped
17287,52122,127,2020-04-22,completed
17288,4839,24,2020-10-18,dropped
17289,41297,22,2023-08-17,completed
17290,24146,58,2022-05-28,completed
17291,51920,139,2020-06-17,INVALID
17292,8607,50,2021-02-02,active
17293,42756,121,2020-09-10,completed
17294,15409,18,2023-01-28,active
17295,3081,94,2023-09-01,active
17296,36733,53,2020-10-12,active
17297,52407,153,2021-08-10,active
17298,9969,1720,2023-01-15,completed
17299,46174,178,2021-01-08,active
17300,10680,71,2022-06-26,completed
17301,39673,82,2021-11-04,completed
17302,47653,119,2024-05-22,dropped
17303,42106,54,2021-09-18,completed
17304,52007,103,2021-12-23,completed
17305,32167,990,2023-01-26,dropped
17306,35051,14,2021-10-08,active
17307,13454,180,2023-12-08,completed
17308,133020,144,2022-09-15,active
17309,23934,125,2020-12-20,active
17310,34793,128,2023-04-16,dropped
17311,42368,33,2023-01-13,dropped
17312,35439,73,2023-12-01,dropped
17313,61830,130,2024-09-07,active
17314,22798,1430,2021-04-16,active
17315,372,70,2021-06-27,active
17316,514670,72,2024-02-27,dropped
17317,1462,38,2021-09-01,completed
17318,5510,10,2024-06-03,dropped
17319,11633,14,2020-06-09,completed
17320,134430,210,2021-06-23,completed
17321,10740,136,2024-05-03,dropped
17322,34707,290,2023-05-28,completed
17323,292390,65,2024-08-06,dropped
17324,51346,158,2023-02-20,completed
17325,43962,65,2022-05-12,active
17326,43889,179,2022-05-13,active
17327,40155,15,2021-11-04,active
17328,26049,36,2021-05-29,dropped
17329,23961,181,2021-08-09,INVALID
17330,16604,96,2020-07-30,active
17331,26815,157,2020-07-02,INVALID
17332,29969,36,2022-02-25,completed
17333,54838,175,2023-04-26,active
17334,18818,59,2024-10-06,dropped
17335,4118,160,2022-04-08,active
17336,8327,166,2023-05-25,completed
17337,32438,164,2024-12-25,completed
17338,15383,72,2021-05-26,completed
17339,15649,164,2021-08-18,completed
17340,48661,56,2022-12-15,INVALID
17341,27578,102,2022-01-21,dropped
17342,15037,138,2022-05-26,active
17343,8576,122,2024-03-31,completed
17344,22099,177,2023-11-20,INVALID
17345,39903,70,2022-08-06,completed
17346,12680,147,2023-07-15,completed
17347,45415,171,2023-02-09,active
17348,126520,65,2021-01-14,active
17349,51448,152,2020-05-02,completed
17350,55176,1180,2022-06-07,dropped
17351,462680,89,2021-10-17,INVALID
17352,51238,177,2023-12-08,active
17353,42911,171,2020-06-04,active
17354,10099,50,2022-01-23,dropped
17355,29198,56,2022-08-28,active
17356,40356,13,2021-04-10,completed
17357,13720,48,2021-06-03,dropped
17358,28920,173,2022-01-22,INVALID
17359,43319,44,2021-05-22,dropped
17360,251120,80,2021-06-06,active
17361,31927,190,2024-05-10,active
17362,35458,6,2022-04-12,dropped
17363,23286,870,2023-05-09,INVALID
17364,32788,85,2022-01-06,dropped
17365,23602,61,2024-03-17,completed
17366,33240,1310,2022-06-19,active
17367,51938,113,2022-07-12,completed
17368,4751,50,2023-12-10,dropped
17369,30054,176,2024-03-10,dropped
17370,34460,51,2022-05-12,dropped
17371,32436,128,2023-11-07,dropped
17372,22847,56,2023-11-14,active
17373,53837,1370,2020-08-05,completed
17374,15257,65,2021-06-16,active
17375,678,190,2021-04-18,dropped
17376,24816,46,2024-11-13,dropped
17377,6531,130,2021-11-20,dropped
17378,40981,169,2020-07-15,completed
17379,54100,159,2022-12-19,completed
17380,3124,116,2021-06-07,completed
17381,1747,154,2020-09-14,dropped
17382,384190,77,2024-09-20,completed
17383,5812,123,2023-02-13,completed
17384,32862,36,2021-03-28,completed
17385,400020,145,2024-10-14,INVALID
17386,18921,310,2022-05-24,dropped
17387,25791,177,2021-06-07,dropped
17388,55005,121,2022-05-10,completed
17389,11463,170,2022-04-22,active
17390,49834,173,2023-02-01,INVALID
17391,43372,15,2020-08-04,completed
17392,45058,30,2021-05-27,completed
17393,44524,196,2022-01-02,active
17394,485840,100,2020-10-25,dropped
17395,27972,10,2020-12-24,dropped
17396,28937,195,2022-08-01,active
17397,20811,133,2020-05-08,dropped
17398,14165,156,2020-12-10,active
17399,155260,980,2024-06-27,INVALID
17400,12752,151,2021-10-01,INVALID
17401,36957,138,2024-08-27,active
17402,52764,20,2024-09-04,completed
17403,17530,19,2022-11-02,active
17404,39252,116,2020-08-25,active
17405,775,174,2024-07-15,dropped
17406,2307,24,2020-06-27,active
17407,5054,36,2023-04-15,dropped
17408,29543,149,2022-01-11,completed
17409,31061,190,2021-05-11,active
17410,33076,23,2021-04-09,dropped
17411,24813,41,2021-03-30,dropped
17412,51513,155,2023-02-16,active
17413,37419,58,2022-05-10,completed
17414,21335,108,2021-04-16,dropped
17415,19801,141,2024-02-07,dropped
17416,42985,9,2024-02-04,dropped
17417,981,114,2024-02-29,dropped
17418,38123,144,2023-11-10,dropped
17419,53303,1180,2020-01-23,completed
17420,23810,29,2021-06-07,active
17421,35554,16,2020-11-08,completed
17422,23496,1180,2020-03-07,completed
17423,50501,195,2021-12-31,active
17424,187,1330,2021-12-06,active
17425,49536,86,2024-03-20,active
17426,39841,167,2020-01-15,active
17427,5514,59,2023-05-17,dropped
17428,1005,141,2022-04-09,dropped
17429,41460,118,2023-09-02,active
17430,31791,1700,2022-09-03,active
17431,4470,108,2020-01-16,completed
17432,10498,25,2024-11-26,active
17433,27920,970,2020-06-03,active
17434,161550,103,2024-10-02,completed
17435,46832,62,2022-01-07,completed
17436,11060,146,2022-01-29,dropped
17437,30314,83,2024-12-29,active
17438,491200,89,2021-09-13,INVALID
17439,320890,68,2024-09-22,INVALID
17440,28789,52,2022-04-30,completed
17441,45596,44,2023-09-29,dropped
17442,1922,14,2022-06-20,active
17443,45269,101,2022-10-31,dropped
17444,44160,10,2024-03-08,completed
17445,12614,187,2021-09-03,active
17446,54181,44,2021-10-16,active
17447,22166,94,2022-04-03,completed
17448,34253,86,2023-05-02,completed
17449,12488,191,2021-09-09,active
17450,8905,27,2022-09-16,dropped
17451,10735,132,2020-07-04,completed
17452,33476,68,2021-07-03,completed
17453,51931,172,2020-02-23,active
17454,28378,176,2020-01-22,completed
17455,10437,27,2024-03-06,dropped
17456,49893,39,2020-12-23,active
17457,25429,138,2022-09-21,active
17458,30505,42,2022-03-21,dropped
17459,16762,540,2024-05-01,INVALID
17460,9202,98,2020-01-06,dropped
17461,44003,4,2024-08-02,completed
17462,52372,173,2023-10-05,completed
17463,45382,50,2020-03-23,active
17464,26733,104,2023-10-30,INVALID
17465,4296,116,2023-11-15,completed
17466,5116,690,2022-06-21,active
17467,11690,103,2024-04-11,completed
17468,26749,188,2022-12-24,completed
17469,5173,87,2020-10-04,completed
17470,24662,200,2024-05-25,dropped
17471,29800,147,2022-09-12,active
17472,3226,117,2023-05-21,completed
17473,36293,167,2021-09-11,completed
17474,28993,151,2020-10-27,dropped
17475,53969,87,2024-09-29,dropped
17476,31007,142,2021-03-28,completed
17477,17008,187,2024-12-27,dropped
17478,41091,7,2023-09-09,INVALID
17479,29120,1000,2021-05-06,dropped
17480,50417,125,2024-10-29,dropped
17481,27011,104,2022-02-24,completed
17482,20353,26,2024-11-26,INVALID
17483,50277,100,2020-06-25,active
17484,25530,14,2023-10-08,active
17485,124480,187,2023-04-13,dropped
17486,38775,120,2022-10-24,dropped
17487,37724,29,2021-10-15,INVALID
17488,18264,169,2021-05-05,active
17489,546720,55,2023-05-11,dropped
17490,39043,111,2023-12-30,active
17491,10327,115,2023-03-07,completed
17492,54098,49,2024-10-03,active
17493,25482,84,2023-12-26,dropped
17494,36314,92,2022-03-12,active
17495,11942,64,2021-03-09,dropped
17496,55240,191,2023-06-25,completed
17497,44659,7,2020-01-09,active
17498,12110,22,2020-09-17,dropped
17499,18898,160,2024-02-15,active
17500,26783,126,2022-09-29,dropped
17501,24181,54,2021-01-21,completed
17502,19052,25,2023-08-08,active
17503,397890,198,2023-10-03,INVALID
17504,230480,45,2023-09-16,completed
17505,45075,170,2022-12-03,completed
17506,38340,1240,2021-10-29,active
17507,5047,1980,2024-02-27,active
17508,8380,147,2020-07-17,completed
17509,48155,192,2023-04-09,INVALID
17510,40223,193,2024-11-24,active
17511,32335,93,2021-07-06,dropped
17512,39879,126,2024-08-12,active
17513,11447,189,2023-03-23,dropped
17514,23967,84,2023-07-05,active
17515,17318,7,2021-03-16,dropped
17516,44263,16,2024-02-21,completed
17517,3910,126,2022-05-22,dropped
17518,47710,195,2024-06-27,active
17519,25543,10,2023-03-28,dropped
17520,28443,53,2024-10-20,dropped
17521,13544,85,2022-06-24,dropped
17522,27082,10,2024-02-24,active
17523,11198,189,2020-11-22,active
17524,48689,141,2022-06-07,dropped
17525,5899,198,2024-10-29,dropped
17526,457120,157,2023-10-30,INVALID
17527,83000,54,2023-06-10,INVALID
17528,32312,142,2023-02-16,dropped
17529,38118,188,2022-10-05,dropped
17530,26609,105,2024-03-01,active
17531,34897,61,2023-09-16,completed
17532,248030,37,2021-11-02,completed
17533,269280,86,2022-11-21,dropped
17534,50493,116,2020-02-10,dropped
17535,52587,17,2022-08-30,completed
17536,30224,189,2024-08-28,active
17537,7395,175,2021-04-01,completed
17538,31526,111,2023-09-14,active
17539,31662,193,2020-06-09,completed
17540,28753,53,2021-05-21,active
17541,40095,191,2020-05-13,dropped
17542,1498,47,2022-12-29,INVALID
17543,41685,61,2023-07-24,completed
17544,45461,109,2021-10-24,completed
17545,32651,182,2020-12-09,dropped
17546,29964,11,2020-08-20,active
17547,42673,80,2023-01-27,active
17548,33558,184,2024-01-27,completed
17549,118560,85,2023-02-15,INVALID
17550,15284,108,2023-02-16,dropped
17551,37650,191,2021-11-15,dropped
17552,19068,28,2024-01-11,active
17553,22962,109,2021-05-22,dropped
17554,22756,88,2023-05-23,dropped
17555,2804,113,2024-04-12,dropped
17556,495280,69,2024-10-04,dropped
17557,6621,91,2020-01-16,dropped
17558,553680,37,2024-06-21,dropped
17559,30174,144,2023-10-19,INVALID
17560,76,18,2022-01-04,completed
17561,49700,94,2021-03-03,dropped
17562,32844,186,2021-08-03,dropped
17563,13379,146,2022-11-18,INVALID
17564,27014,43,2023-05-22,active
17565,5344,168,2023-08-08,INVALID
17566,47572,178,2023-03-06,completed
17567,47793,56,2024-06-08,INVALID
17568,51068,1240,2023-06-03,INVALID
17569,6670,117,2023-07-31,dropped
17570,34439,160,2023-03-29,active
17571,27483,193,2022-05-13,active
17572,205260,138,2023-12-04,dropped
17573,43767,132,2021-02-23,dropped
17574,25783,152,2020-03-30,dropped
17575,24869,42,2023-08-15,completed
17576,18708,20,2023-08-30,active
17577,91750,23,2021-04-19,dropped
17578,4812,165,2024-01-19,dropped
17579,52248,142,2020-09-30,completed
17580,24363,87,2021-06-29,dropped
17581,35125,179,2024-03-02,dropped
17582,37698,34,2023-03-21,INVALID
17583,52844,150,2024-07-03,dropped
17584,28050,142,2024-05-14,dropped
17585,28322,195,2024-10-07,active
17586,34877,1,2023-12-12,dropped
17587,2347,43,2020-03-16,dropped
17588,46189,164,2022-03-05,dropped
17589,212450,111,2023-02-03,completed
17590,26101,195,2022-01-27,dropped
17591,217280,56,2024-08-29,completed
17592,39576,76,2022-06-09,completed
17593,515720,36,2024-01-15,dropped
17594,21054,150,2020-08-15,active
17595,39232,184,2022-08-24,dropped
17596,52156,1670,2023-12-21,dropped
17597,28130,1140,2022-01-05,completed
17598,46247,83,2022-04-18,INVALID
17599,328,90,2021-07-10,dropped
17600,42010,27,2023-11-06,INVALID
17601,20928,136,2022-10-18,dropped
17602,4170,11,2024-01-26,active
17603,47795,32,2021-04-10,dropped
17604,50719,21,2023-09-07,completed
17605,53069,430,2020-01-01,active
17606,26131,66,2024-11-16,active
17607,32960,170,2021-01-17,completed
17608,29135,74,2023-02-05,dropped
17609,19550,1050,2020-07-10,dropped
17610,17715,182,2020-11-24,completed
17611,43711,51,2022-08-02,dropped
17612,4110,178,2024-04-29,active
17613,11446,22,2020-08-18,completed
17614,44275,88,2020-10-15,completed
17615,36730,166,2023-01-14,dropped
17616,17853,179,2023-03-18,completed
17617,26936,79,2024-12-27,active
17618,13385,195,2024-11-20,INVALID
17619,9300,1330,2022-08-27,dropped
17620,9671,91,2023-12-22,dropped
17621,45034,171,2021-01-02,completed
17622,23301,183,2021-08-09,dropped
17623,18182,101,2020-05-01,active
17624,44407,111,2024-07-13,dropped
17625,41468,154,2024-04-05,active
17626,72,144,2021-11-20,completed
17627,18923,54,2020-08-20,dropped
17628,10746,10,2020-08-06,active
17629,447,183,2021-11-23,dropped
17630,32860,380,2022-11-25,dropped
17631,45983,173,2022-06-14,dropped
17632,32389,162,2024-02-20,completed
17633,22706,154,2023-10-28,INVALID
17634,20373,118,2020-11-27,dropped
17635,8851,67,2023-07-09,completed
17636,41966,168,2023-05-05,active
17637,54476,200,2024-10-21,completed
17638,33804,51,2024-03-07,completed
17639,97490,79,2021-02-10,completed
17640,33089,99,2024-03-19,completed
17641,25099,112,2024-03-04,completed
17642,10386,92,2021-09-06,completed
17643,54506,66,2023-01-05,active
17644,5031,820,2020-11-07,active
17645,42196,108,2024-05-14,active
17646,26892,14,2024-12-26,completed
17647,32801,69,2023-03-02,INVALID
17648,41,136,2023-04-12,dropped
17649,41695,63,2020-12-13,active
17650,2277,56,2024-03-19,dropped
17651,27153,1200,2020-03-20,active
17652,47182,27,2020-07-31,INVALID
17653,46041,186,2021-02-02,dropped
17654,284750,150,2024-09-25,INVALID
17655,26945,136,2022-05-22,active
17656,19258,27,2022-06-20,active
17657,9114,76,2024-02-21,completed
17658,2718,196,2022-03-24,completed
17659,24259,29,2024-02-15,dropped
17660,16021,120,2021-09-19,active
17661,2085,160,2020-02-11,active
17662,40015,157,2022-09-21,dropped
17663,26949,116,2024-02-14,active
17664,49796,54,2024-02-27,active
17665,41028,77,2021-06-14,dropped
17666,19026,9,2024-01-21,completed
17667,28897,15,2020-03-03,INVALID
17668,42819,67,2024-06-09,active
17669,38098,23,2022-01-28,completed
17670,3235,110,2020-02-25,active
17671,48782,85,2021-07-23,dropped
17672,28146,149,2022-04-10,dropped
17673,24401,152,2020-01-21,active
17674,50549,66,2022-02-16,active
17675,44973,118,2020-08-22,completed
17676,276440,5,2021-05-12,completed
17677,7754,48,2024-07-30,active
17678,317960,200,2021-04-02,completed
17679,35022,196,2021-12-17,active
17680,37231,59,2021-08-21,dropped
17681,15935,1350,2024-08-20,INVALID
17682,24184,65,2022-10-23,active
17683,7569,182,2023-08-06,active
17684,37866,149,2023-07-21,INVALID
17685,29238,92,2024-08-14,dropped
17686,14133,137,2020-11-19,completed
17687,48502,970,2020-11-22,INVALID
17688,46158,13,2020-11-05,completed
17689,19877,173,2022-12-26,completed
17690,176820,160,2022-09-10,active
17691,41654,166,2022-06-20,active
17692,33838,136,2022-03-02,active
17693,34338,126,2024-06-27,active
17694,13290,158,2022-11-02,completed
17695,46026,130,2024-11-23,active
17696,45418,65,2020-03-12,dropped
17697,52118,18,2020-07-11,completed
17698,51067,114,2023-06-07,completed
17699,1477,19,2022-03-11,completed
17700,52923,67,2021-02-11,completed
17701,37872,74,2024-09-15,active
17702,31736,23,2021-01-20,completed
17703,16843,39,2023-05-08,completed
17704,16863,35,2022-05-26,active
17705,9569,82,2020-10-08,active
17706,4823,116,2021-09-27,completed
17707,21573,66,2021-09-15,completed
17708,8490,7,2023-06-30,dropped
17709,29670,18,2022-06-08,INVALID
17710,45001,22,2023-04-23,completed
17711,29606,159,2021-02-24,active
17712,24042,48,2023-02-09,dropped
17713,6210,48,2022-05-03,completed
17714,48750,127,2020-09-27,dropped
17715,337210,92,2022-11-22,active
17716,33826,101,2020-11-21,dropped
17717,43016,570,2021-06-01,completed
17718,10019,145,2021-10-20,active
17719,63640,33,2024-03-22,completed
17720,40746,1380,2020-08-02,completed
17721,30918,148,2022-04-16,completed
17722,211780,154,2024-08-06,completed
17723,30872,137,2022-11-25,completed
17724,15114,144,2021-12-22,completed
17725,28872,182,2022-05-31,active
17726,17610,27,2021-10-11,active
17727,18548,80,2021-12-18,completed
17728,46302,76,2021-10-25,dropped
17729,10805,200,2021-01-20,completed
17730,41120,105,2022-11-01,INVALID
17731,17780,106,2023-08-05,dropped
17732,22085,620,2023-07-14,INVALID
17733,34749,750,2022-12-31,INVALID
17734,54113,112,2020-04-05,active
17735,41109,111,2021-03-12,active
17736,45614,153,2020-11-26,completed
17737,52311,94,2021-10-30,active
17738,37990,57,2020-12-31,active
17739,51197,177,2022-11-02,active
17740,417800,119,2022-03-15,INVALID
17741,13505,1860,2021-06-20,active
17742,22580,190,2024-08-09,dropped
17743,25515,194,2024-11-17,active
17744,23981,186,2022-03-18,active
17745,55060,280,2022-03-26,active
17746,46636,76,2022-04-26,dropped
17747,12922,85,2022-08-08,active
17748,35056,70,2022-04-02,dropped
17749,21249,170,2024-10-19,dropped
17750,36646,199,2024-05-11,active
17751,36422,126,2024-03-16,completed
17752,7395,103,2024-02-19,completed
17753,14623,158,2020-03-10,completed
17754,36297,50,2023-03-23,INVALID
17755,7389,113,2023-03-29,active
17756,38486,19,2020-11-07,active
17757,51804,197,2023-05-13,dropped
17758,17782,177,2023-01-26,INVALID
17759,32762,110,2021-01-17,active
17760,275780,152,2023-12-07,completed
17761,28031,82,2020-02-06,INVALID
17762,45000,122,2024-05-29,active
17763,12857,1040,2021-07-12,active
17764,7050,134,2020-08-28,dropped
17765,33661,75,2020-04-03,dropped
17766,29591,191,2021-09-22,dropped
17767,17431,101,2024-06-24,active
17768,24201,161,2022-05-25,active
17769,45751,1270,2021-05-21,dropped
17770,45981,131,2024-09-06,dropped
17771,10861,95,2022-04-24,completed
17772,3716,870,2023-06-15,completed
17773,30385,153,2024-01-15,active
17774,18993,44,2021-10-27,completed
17775,4040,138,2023-07-29,completed
17776,35670,1630,2023-09-12,active
17777,46934,300,2024-09-22,completed
17778,53911,800,2024-01-07,dropped
17779,43420,189,2021-10-01,dropped
17780,40421,146,2022-08-16,dropped
17781,140630,127,2022-06-04,completed
17782,50123,199,2024-12-21,active
17783,41855,160,2024-12-16,active
17784,48828,175,2024-01-31,completed
17785,18189,35,2023-09-09,INVALID
17786,48946,15,2021-09-02,active
17787,26351,92,2020-09-28,active
17788,37474,174,2021-07-07,completed
17789,282570,190,2024-04-11,INVALID
17790,18534,191,2022-08-01,dropped
17791,42301,14,2023-04-29,completed
17792,2207,1790,2023-08-25,dropped
17793,19670,200,2021-11-22,active
17794,32843,87,2021-11-24,completed
17795,41220,197,2024-09-23,active
17796,33179,81,2024-12-29,active
17797,24683,186,2023-11-05,active
17798,48162,50,2022-12-10,completed
17799,24511,120,2022-05-01,dropped
17800,44361,26,2023-08-10,dropped
17801,28105,167,2024-06-21,INVALID
17802,8410,188,2022-06-09,active
17803,1595,150,2023-02-23,active
17804,5170,98,2024-09-24,completed
17805,39565,117,2021-02-06,INVALID
17806,21732,4,2022-10-23,dropped
17807,2753,54,2023-11-12,active
17808,23358,120,2020-12-16,completed
17809,15324,54,2023-01-12,INVALID
17810,53666,129,2024-03-24,completed
17811,405380,169,2022-12-10,dropped
17812,294430,14,2021-10-15,dropped
17813,10209,44,2023-04-19,dropped
17814,15757,530,2023-08-13,active
17815,43031,24,2021-06-16,completed
17816,34792,188,2023-03-09,completed
17817,49709,195,2024-09-20,active
17818,4862,192,2023-05-13,active
17819,54623,126,2022-07-21,dropped
17820,8385,101,2024-04-10,active
17821,27622,77,2024-09-08,dropped
17822,22649,15,2020-09-30,active
17823,37775,860,2024-06-16,completed
17824,34970,1300,2020-12-10,active
17825,25355,184,2021-01-08,dropped
17826,1315,1420,2024-07-21,active
17827,10134,21,2023-03-11,dropped
17828,23267,91,2024-11-30,dropped
17829,7860,175,2021-12-19,INVALID
17830,21756,188,2022-11-27,active
17831,44309,99,2021-01-25,active
17832,22261,122,2024-08-27,active
17833,41280,21,2021-07-31,INVALID
17834,12107,184,2022-06-27,active
17835,10412,87,2020-12-09,completed
17836,29033,138,2023-01-08,completed
17837,399490,46,2022-04-27,completed
17838,45518,93,2022-10-31,active
17839,46114,1050,2022-01-15,INVALID
17840,8161,55,2020-09-18,dropped
17841,27613,188,2022-01-04,active
17842,6723,177,2021-10-06,completed
17843,52514,760,2021-09-08,active
17844,409150,173,2022-08-18,dropped
17845,32467,152,2022-05-26,dropped
17846,28828,37,2022-12-14,INVALID
17847,46698,58,2021-07-12,completed
17848,43039,160,2020-04-14,dropped
17849,91580,126,2020-08-25,active
17850,14629,20,2023-07-31,dropped
17851,23737,81,2024-03-15,completed
17852,6296,79,2024-09-09,INVALID
17853,42517,145,2021-09-04,dropped
17854,3829,1520,2023-12-13,dropped
17855,49746,590,2023-07-26,active
17856,11451,172,2023-08-30,completed
17857,35175,199,2024-09-16,INVALID
17858,39141,103,2021-01-28,active
17859,1902,9,2020-07-03,active
17860,40586,127,2023-01-23,completed
17861,23057,115,2024-08-28,dropped
17862,39020,22,2022-10-08,active
17863,1530,132,2023-09-14,INVALID
17864,9676,6,2023-08-14,active
17865,35105,128,2024-10-03,dropped
17866,40740,8,2022-06-05,active
17867,44420,33,2021-06-15,completed
17868,31962,108,2020-05-12,dropped
17869,15043,79,2022-01-11,completed
17870,18817,98,2023-06-26,dropped
17871,916,39,2021-07-06,active
17872,41743,1,2022-01-04,active
17873,9767,37,2020-01-24,dropped
17874,27999,194,2022-04-24,completed
17875,15557,190,2024-05-12,completed
17876,10436,124,2021-09-19,active
17877,29265,57,2023-05-13,completed
17878,54077,142,2024-07-02,active
17879,40180,181,2022-11-01,INVALID
17880,15832,136,2021-01-05,dropped
17881,54542,87,2022-07-08,dropped
17882,37618,61,2020-07-01,completed
17883,31848,101,2024-03-03,active
17884,16344,188,2022-09-02,completed
17885,15691,35,2023-12-01,active
17886,248880,30,2024-10-21,active
17887,49410,128,2023-09-07,INVALID
17888,3399,91,2024-10-30,dropped
17889,8257,107,2021-11-02,dropped
17890,520750,190,2023-08-21,dropped
17891,49171,187,2021-03-17,completed
17892,52730,23,2022-05-12,dropped
17893,20613,192,2021-11-09,active
17894,18967,91,2022-07-31,active
17895,43382,57,2021-05-29,dropped
17896,42907,1560,2020-10-23,completed
17897,45365,1410,2024-06-10,dropped
17898,15967,120,2024-08-11,active
17899,38320,61,2021-03-25,dropped
17900,152300,82,2021-05-07,active
17901,1068,8,2022-01-31,completed
17902,53581,65,2024-05-13,completed
17903,23149,29,2021-09-07,INVALID
17904,295890,82,2020-11-03,active
17905,31509,106,2020-06-09,completed
17906,2877,110,2021-05-26,active
17907,47347,114,2021-06-10,completed
17908,22599,186,2024-02-09,completed
17909,49708,19,2024-01-10,completed
17910,11757,188,2020-09-11,INVALID
17911,274900,43,2021-02-27,completed
17912,53742,119,2022-06-28,active
17913,43396,177,2021-04-27,active
17914,7989,42,2024-07-04,completed
17915,15067,98,2022-06-08,completed
17916,430820,101,2021-05-07,INVALID
17917,12140,57,2023-05-27,dropped
17918,18207,750,2021-03-31,completed
17919,19241,79,2023-09-30,active
17920,275790,2,2023-01-21,active
17921,35345,39,2022-10-30,completed
17922,7931,20,2024-05-24,dropped
17923,48315,76,2020-09-17,INVALID
17924,399330,145,2021-09-28,active
17925,55075,193,2023-04-07,active
17926,3367,54,2020-06-14,dropped
17927,284100,66,2022-12-02,dropped
17928,41142,125,2021-08-30,active
17929,25963,145,2022-05-17,completed
17930,27247,180,2020-11-22,dropped
17931,3433,127,2020-10-03,active
17932,7713,133,2020-11-13,dropped
17933,17239,181,2023-10-09,completed
17934,14052,68,2020-10-09,INVALID
17935,36180,68,2021-12-27,dropped
17936,10799,173,2022-06-15,INVALID
17937,156340,13,2023-08-27,active
17938,2783,220,2021-11-07,active
17939,54054,176,2023-08-03,completed
17940,33099,30,2022-05-03,completed
17941,17903,21,2020-07-04,completed
17942,7784,141,2022-02-07,INVALID
17943,23935,8,2021-01-08,active
17944,35844,83,2023-01-19,active
17945,13370,116,2020-08-17,dropped
17946,8546,111,2022-06-25,dropped
17947,43365,30,2022-05-02,dropped
17948,32748,59,2024-09-22,dropped
17949,2153,34,2024-10-19,active
17950,528810,168,2020-05-11,dropped
17951,15647,81,2024-11-13,completed
17952,10114,1730,2022-10-26,dropped
17953,13700,148,2020-10-10,active
17954,44597,71,2022-05-24,completed
17955,386410,103,2024-12-13,active
17956,307340,1730,2022-10-31,dropped
17957,4778,81,2022-08-23,completed
17958,4702,20,2024-10-04,active
17959,32351,129,2021-11-17,INVALID
17960,21999,170,2020-12-12,INVALID
17961,53931,2,2020-09-21,completed
17962,2913,166,2020-07-16,completed
17963,41972,79,2024-05-17,dropped
17964,25767,890,2021-08-02,completed
17965,9042,132,2020-03-02,active
17966,41125,1280,2024-01-02,dropped
17967,27116,147,2022-08-07,completed
17968,48968,110,2020-03-14,active
17969,33047,80,2023-08-15,active
17970,475510,32,2020-12-11,completed
17971,531140,1710,2022-11-22,dropped
17972,42563,128,2021-10-08,dropped
17973,40789,144,2023-02-20,completed
17974,20211,156,2024-04-06,completed
17975,352,112,2024-05-01,dropped
17976,41710,690,2021-10-01,dropped
17977,33633,164,2024-12-01,completed
17978,26100,174,2023-07-13,active
17979,42326,149,2020-09-16,completed
17980,111450,149,2021-09-01,INVALID
17981,41313,146,2020-02-11,active
17982,19500,78,2022-04-29,dropped
17983,1605,1710,2023-09-01,completed
17984,2476,179,2022-09-07,active
17985,4818,37,2022-02-08,dropped
17986,50423,22,2023-09-06,dropped
17987,44703,54,2022-09-14,active
17988,35799,147,2023-07-02,active
17989,54435,175,2024-12-11,dropped
17990,8792,1110,2020-01-19,INVALID
17991,51400,87,2022-11-17,completed
