payment_id,student_id,course_id,amount,payment_date,method
6945,1421,109,3380,2020-02-13,Bank Transfer
6946,52370,162,490,2024-03-01,Credit Card
6947,1445,145,251,2021-10-13,Bank Transfer
6948,51842,34,248,2023-01-11,Credit Card
6949,12434,111,205,2021-02-23,INVALID
6950,22130,99,498,2020-03-08,INVALID
6951,29764,107,2160,2021-01-08,UPI
6952,20749,1,407,2022-08-04,PayPal
6953,11063,34,395,2022-09-05,Credit Card
6954,28505,175,80,2020-06-23,PayPal
6955,28272,137,139,2023-02-12,UPI
6956,50241,41,82,2023-06-02,Credit Card
6957,35176,116,208,2024-08-03,Credit Card
6958,26406,79,193,2021-12-16,INVALID
6959,33754,19,151,2020-03-11,Credit Card
6960,25994,6,306,2024-12-20,Bank Transfer
6961,53038,55,4800,2024-05-10,UPI
6962,30839,79,427,2021-09-26,PayPal
6963,22058,153,200,2023-05-04,Credit Card
6964,14611,168,830,2022-07-18,Bank Transfer
6965,33025,78,162,2024-12-09,Bank Transfer
6966,4378,100,490,2023-07-27,PayPal
6967,9279,17,216,2023-07-28,UPI
6968,114,185,2000,2021-09-14,PayPal
6969,44553,35,87,2022-01-12,PayPal
6970,34257,132,443,2021-06-30,PayPal
6971,11156,46,147,2021-03-03,Bank Transfer
6972,51507,197,195,2021-12-06,PayPal
6973,53087,52,408,2024-11-04,PayPal
6974,47735,123,393,2023-11-12,Bank Transfer
6975,8299,158,420,2021-08-10,UPI
6976,28751,7,181,2023-11-16,INVALID
6977,2932,65,485,2021-07-19,UPI
6978,17008,72,51,2020-05-23,PayPal
6979,30007,179,372,2024-02-11,PayPal
6980,14619,165,3700,2023-11-21,UPI
6981,15042,152,3530,2020-03-18,Credit Card
6982,7774,135,354,2023-09-12,INVALID
6983,25658,3,192,2024-01-28,Bank Transfer
6984,54400,199,298,2024-08-16,Bank Transfer
6985,43060,104,239,2023-05-26,UPI
6986,2029,24,315,2022-10-14,Bank Transfer
6987,31468,18,314,2021-04-01,Credit Card
6988,10714,137,58,2024-09-13,UPI
6989,24748,127,425,2023-09-22,INVALID
6990,46464,117,103,2020-10-22,Bank Transfer
6991,35892,123,358,2023-05-01,Credit Card
6992,53673,198,423,2022-06-26,INVALID
6993,43846,119,86,2021-01-06,Credit Card
6994,44301,183,2160,2023-10-02,INVALID
6995,11153,190,74,2024-09-20,UPI
6996,24606,138,322,2021-05-02,PayPal
6997,43235,150,259,2021-09-10,UPI
6998,11057,188,372,2020-11-13,Credit Card
6999,12227,106,3770,2024-06-29,PayPal
7000,41310,25,2820,2023-12-16,UPI
7001,10457,73,250,2022-01-31,Credit Card
7002,38408,164,51,2020-09-22,PayPal
7003,3512,19,142,2020-09-23,Bank Transfer
7004,23263,53,382,2023-10-24,PayPal
7005,30205,25,77,2022-04-06,PayPal
7006,22583,131,89,2021-04-02,Bank Transfer
7007,774,92,463,2022-09-30,PayPal
7008,16290,91,66,2024-10-25,Credit Card
7009,40062,44,438,2022-12-02,UPI
7010,45949,125,221,2022-03-08,PayPal
7011,54522,88,488,2022-07-25,INVALID
7012,32517,108,485,2021-06-22,PayPal
7013,7393,196,373,2022-01-15,Credit Card
7014,43445,19,218,2020-03-22,Credit Card
7015,10034,137,408,2023-11-30,PayPal
7016,34456,120,180,2021-03-29,Credit Card
7017,34793,36,79,2023-12-21,UPI
7018,39088,29,382,2021-04-01,Bank Transfer
7019,28453,102,238,2022-11-13,Credit Card
7020,50936,135,72,2022-02-19,UPI
7021,20062,186,3150,2021-05-30,INVALID
7022,4809,89,455,2023-01-25,PayPal
7023,22774,171,1860,2023-04-19,Credit Card
7024,44939,117,441,2023-09-22,UPI
7025,34847,80,95,2024-12-14,Bank Transfer
7026,30024,167,417,2020-11-27,INVALID
7027,21270,67,118,2022-10-21,Bank Transfer
7028,50876,18,395,2022-05-31,INVALID
7029,2141,176,352,2021-01-30,Credit Card
7030,16994,127,210,2021-12-26,UPI
7031,52800,160,438,2021-12-04,Bank Transfer
7032,6064,162,248,2021-01-21,PayPal
7033,48736,48,335,2020-10-09,UPI
7034,49786,89,492,2020-05-13,UPI
7035,20518,69,287,2022-10-28,Bank Transfer
7036,28462,147,456,2022-02-10,Bank Transfer
7037,42064,84,62,2021-08-24,PayPal
7038,44426,172,349,2023-06-29,Bank Transfer
7039,47582,180,419,2023-10-09,PayPal
7040,38796,176,307,2023-02-07,PayPal
7041,36662,12,205,2024-02-24,PayPal
7042,54120,158,304,2020-03-27,Credit Card
7043,26605,57,220,2024-07-04,Credit Card
7044,4414,122,369,2021-01-20,Bank Transfer
7045,41340,133,237,2024-06-19,UPI
7046,10423,131,366,2023-09-19,PayPal
7047,26526,115,371,2024-04-25,Bank Transfer
7048,43524,80,487,2020-03-22,UPI
7049,53488,7,142,2023-04-17,PayPal
7050,50042,78,245,2020-10-08,Credit Card
7051,47144,121,274,2020-12-24,Credit Card
7052,11170,62,142,2021-05-07,Bank Transfer
7053,22770,17,135,2023-11-26,PayPal
7054,3834,42,60,2023-05-27,Credit Card
7055,42793,111,389,2024-04-11,Bank Transfer
7056,28786,163,439,2021-12-18,UPI
7057,53092,132,342,2024-12-19,INVALID
7058,49551,89,322,2023-04-13,Credit Card
7059,54021,29,308,2023-11-14,Bank Transfer
7060,52363,171,454,2023-07-10,UPI
7061,25392,176,81,2020-09-28,Bank Transfer
7062,6529,56,111,2023-07-03,Bank Transfer
7063,1310,191,282,2021-06-02,INVALID
7064,2890,93,247,2023-01-19,Credit Card
7065,17784,197,271,2022-10-23,PayPal
7066,8609,199,216,2022-05-21,Bank Transfer
7067,6031,31,201,2023-01-16,PayPal
7068,10377,125,79,2024-06-23,Bank Transfer
7069,50963,196,116,2021-02-16,Bank Transfer
7070,8686,158,448,2021-03-03,INVALID
7071,44059,167,362,2021-03-02,PayPal
7072,23552,18,248,2022-12-22,PayPal
7073,30308,130,493,2020-10-21,INVALID
7074,10340,36,401,2021-05-11,Credit Card
7075,2679,95,1560,2024-12-11,Credit Card
7076,43076,25,219,2020-01-08,PayPal
7077,13321,133,308,2023-11-19,PayPal
7078,39279,166,76,2024-03-21,Credit Card
7079,40879,158,203,2021-09-07,Bank Transfer
7080,14973,57,279,2022-07-04,PayPal
7081,33490,176,113,2022-10-21,Credit Card
7082,32170,40,439,2023-08-28,UPI
7083,53743,93,263,2020-02-10,PayPal
7084,19208,172,122,2022-10-06,Credit Card
7085,29517,43,320,2024-10-30,PayPal
7086,2552,107,301,2020-01-26,Bank Transfer
7087,51001,24,399,2021-10-05,Bank Transfer
7088,16087,2,433,2023-09-06,Credit Card
7089,40232,180,282,2021-04-18,UPI
7090,34944,199,283,2022-04-12,Bank Transfer
7091,46636,186,4250,2020-01-07,Credit Card
7092,38797,51,183,2020-10-22,PayPal
7093,13538,170,154,2022-11-18,UPI
7094,31941,119,409,2023-10-19,Credit Card
7095,11757,128,113,2023-05-06,Credit Card
7096,45553,88,87,2023-02-01,Credit Card
7097,7853,175,164,2023-01-04,INVALID
7098,46511,47,187,2024-11-10,PayPal
7099,22696,100,245,2020-05-12,Credit Card
7100,36489,176,219,2023-12-11,UPI
7101,43456,166,121,2023-06-12,Credit Card
7102,43046,182,173,2024-10-14,Bank Transfer
7103,48573,80,327,2021-03-29,Bank Transfer
7104,47694,181,338,2021-05-11,Credit Card
7105,7905,155,326,2024-04-14,PayPal
7106,47864,99,350,2023-11-08,Bank Transfer
7107,353,12,66,2022-04-12,Bank Transfer
7108,19152,185,267,2021-09-05,INVALID
7109,36465,14,232,2022-09-02,Credit Card
7110,52909,180,152,2021-01-17,PayPal
7111,18555,32,252,2023-03-12,PayPal
7112,37322,177,257,2022-11-25,Credit Card
7113,16944,90,365,2024-05-14,Bank Transfer
7114,25996,149,465,2024-07-31,UPI
7115,52258,126,160,2024-03-09,PayPal
7116,29837,194,333,2022-04-01,UPI
7117,47187,177,315,2021-02-15,Bank Transfer
7118,19726,106,487,2020-09-04,Bank Transfer
7119,12041,87,375,2021-03-01,PayPal
7120,14695,154,192,2023-02-19,PayPal
7121,48404,148,153,2020-07-24,UPI
7122,41079,158,482,2021-03-16,UPI
7123,37995,173,4910,2022-11-27,INVALID
7124,3552,77,366,2022-11-07,Bank Transfer
7125,6908,54,360,2021-11-25,INVALID
7126,17707,38,225,2020-06-03,UPI
7127,36830,66,56,2022-10-09,Bank Transfer
7128,39082,80,400,2023-11-05,Bank Transfer
7129,14991,95,110,2022-05-07,Bank Transfer
7130,28208,17,485,2024-03-04,Bank Transfer
7131,44188,65,248,2020-01-25,PayPal
7132,45565,159,800,2024-08-26,Credit Card
7133,25094,23,162,2023-06-06,Bank Transfer
7134,15970,92,3520,2022-05-14,UPI
7135,47533,74,410,2022-06-02,Credit Card
7136,23020,103,154,2022-01-12,Credit Card
7137,11344,146,129,2022-05-25,PayPal
7138,24245,105,311,2024-03-22,Credit Card
7139,23631,181,165,2020-04-09,PayPal
7140,28855,94,249,2023-08-01,Credit Card
7141,49142,137,369,2022-10-24,Bank Transfer
7142,19809,17,403,2024-12-24,UPI
7143,53793,54,310,2021-08-19,Bank Transfer
7144,51101,64,2800,2020-08-19,PayPal
7145,6195,178,58,2021-04-21,INVALID
7146,6588,83,436,2023-03-04,Credit Card
7147,17834,127,328,2021-09-06,UPI
7148,30901,144,2430,2024-05-09,UPI
7149,38776,71,417,2023-12-30,Credit Card
7150,26274,59,78,2024-07-09,Bank Transfer
7151,21252,52,335,2022-10-13,PayPal
7152,40788,165,98,2022-06-04,Bank Transfer
7153,14225,53,285,2020-04-25,Credit Card
7154,30520,42,387,2021-04-02,Credit Card
7155,40575,48,452,2023-08-04,Bank Transfer
7156,25309,159,489,2021-06-17,PayPal
7157,29869,133,174,2020-12-25,Bank Transfer
7158,45270,81,199,2020-06-08,Bank Transfer
7159,50708,194,185,2021-05-26,Bank Transfer
7160,18200,84,272,2021-09-28,UPI
7161,41839,155,337,2022-01-05,UPI
7162,43315,193,455,2024-05-27,UPI
7163,49916,99,284,2024-07-23,UPI
7164,30512,28,164,2023-12-11,INVALID
7165,4193,102,370,2020-02-20,UPI
7166,10974,15,287,2024-03-27,PayPal
7167,34700,95,264,2024-10-20,Bank Transfer
7168,16655,24,480,2021-11-23,Bank Transfer
7169,4349,170,192,2022-08-18,Credit Card
7170,12974,188,2590,2020-08-20,Bank Transfer
7171,45672,169,97,2021-10-19,PayPal
7172,21397,43,193,2021-09-19,Bank Transfer
7173,25164,41,456,2021-08-12,Bank Transfer
7174,50842,166,379,2020-07-26,PayPal
7175,4854,10,138,2023-12-18,PayPal
7176,36032,93,59,2021-08-25,UPI
7177,34097,32,195,2024-01-12,UPI
7178,3068,42,171,2024-11-01,Credit Card
7179,41095,72,115,2022-05-24,Credit Card
7180,50558,96,262,2021-12-24,UPI
7181,36250,47,180,2024-02-07,PayPal
7182,29164,75,240,2024-04-26,Bank Transfer
7183,32360,13,150,2020-06-12,Credit Card
7184,53094,104,179,2020-11-19,PayPal
7185,27684,122,360,2022-05-08,UPI
7186,44360,108,158,2024-06-19,UPI
7187,50706,145,411,2024-02-14,Bank Transfer
7188,7047,145,397,2023-09-03,Bank Transfer
7189,19227,94,443,2022-02-03,PayPal
7190,49615,157,488,2023-11-05,Bank Transfer
7191,40012,111,324,2020-02-23,Bank Transfer
7192,39994,133,139,2022-10-01,PayPal
7193,36846,193,93,2022-12-30,UPI
7194,30362,69,197,2024-07-31,INVALID
7195,32976,92,2010,2020-08-23,INVALID
7196,39658,118,346,2023-10-29,UPI
7197,23106,105,494,2020-07-07,UPI
7198,41802,73,55,2024-09-15,PayPal
7199,1758,159,364,2022-01-31,UPI
7200,25072,117,452,2022-05-09,Credit Card
7201,5484,145,1630,2021-07-09,Bank Transfer
7202,32247,102,253,2021-04-26,UPI
7203,18231,174,204,2023-02-21,Credit Card
7204,44877,124,490,2024-08-21,UPI
7205,49027,80,485,2024-02-08,Bank Transfer
7206,45953,103,453,2022-06-26,UPI
7207,39996,158,416,2023-11-10,Credit Card
7208,15578,55,227,2020-01-22,UPI
7209,34677,104,3130,2020-08-01,UPI
7210,20395,36,310,2020-02-04,PayPal
7211,39685,154,164,2021-01-26,Bank Transfer
7212,23908,189,263,2024-07-21,INVALID
7213,891,95,225,2023-07-19,INVALID
7214,27167,166,3580,2024-01-29,Credit Card
7215,8628,6,199,2022-04-17,UPI
7216,45782,171,219,2022-09-29,INVALID
7217,42895,6,146,2021-08-06,Credit Card
7218,40266,142,234,2024-06-11,PayPal
7219,8039,131,478,2023-06-27,INVALID
7220,41721,171,380,2021-12-25,UPI
7221,48579,188,292,2023-04-07,Bank Transfer
7222,50042,3,111,2021-07-15,PayPal
7223,8448,67,220,2022-11-04,UPI
7224,27519,136,3610,2022-08-07,UPI
7225,10136,44,169,2023-04-02,Credit Card
7226,29752,64,280,2022-07-30,UPI
7227,47571,157,444,2022-07-01,UPI
7228,39643,9,2200,2021-12-26,PayPal
7229,34165,167,4570,2023-05-23,UPI
7230,16192,133,51,2022-02-13,INVALID
7231,14003,180,305,2022-06-07,INVALID
7232,31663,112,381,2020-09-04,Bank Transfer
7233,45848,110,70,2021-09-14,UPI
7234,5877,43,192,2021-12-11,Bank Transfer
7235,29652,178,170,2024-11-18,Bank Transfer
7236,2301,124,396,2020-04-07,Credit Card
7237,34143,3,132,2022-07-19,INVALID
7238,15453,185,369,2023-07-28,PayPal
7239,23264,44,163,2021-02-11,UPI
7240,19845,150,172,2022-07-13,PayPal
7241,33792,46,99,2023-12-28,UPI
7242,5521,171,221,2021-03-06,Bank Transfer
7243,33176,66,479,2020-12-30,PayPal
7244,31905,139,419,2022-11-21,PayPal
7245,35398,100,3460,2021-10-05,INVALID
7246,49487,177,193,2022-05-09,UPI
7247,8933,108,238,2022-09-27,Bank Transfer
7248,7213,116,2500,2022-09-08,INVALID
7249,45381,119,169,2021-02-11,Bank Transfer
7250,41091,57,4590,2021-06-28,PayPal
7251,41722,182,383,2024-03-20,INVALID
7252,16828,7,391,2021-02-20,UPI
7253,54961,162,122,2023-05-10,Credit Card
7254,44546,30,308,2022-04-05,INVALID
7255,24995,120,324,2020-11-27,Credit Card
7256,53639,79,479,2021-07-12,PayPal
7257,40781,105,387,2024-07-30,Credit Card
7258,12372,62,410,2023-07-25,PayPal
7259,31414,49,279,2021-12-17,Bank Transfer
7260,19046,193,180,2023-12-08,Credit Card
7261,35364,128,312,2024-11-01,PayPal
7262,53873,139,136,2024-01-19,Credit Card
7263,29979,39,285,2021-07-12,INVALID
7264,30691,145,204,2023-12-12,Bank Transfer
7265,45109,65,280,2023-10-12,INVALID
7266,20771,2,210,2022-11-24,Bank Transfer
7267,44162,104,416,2023-04-08,Credit Card
7268,45456,175,264,2021-04-02,PayPal
7269,16184,67,416,2021-04-17,Credit Card
7270,34278,117,247,2021-11-19,INVALID
7271,4695,121,118,2024-02-11,UPI
7272,36655,188,1690,2020-03-29,PayPal
7273,10543,153,486,2024-08-02,Bank Transfer
7274,12609,104,461,2024-01-31,Bank Transfer
7275,46816,48,479,2022-12-08,INVALID
7276,9170,73,213,2024-01-11,Bank Transfer
7277,54875,151,312,2022-09-06,Bank Transfer
7278,9386,181,221,2020-09-17,PayPal
7279,15693,7,309,2020-02-10,Credit Card
7280,7022,108,80,2023-02-25,PayPal
7281,23746,21,477,2021-03-06,INVALID
7282,45396,107,350,2023-01-09,UPI
7283,43449,159,343,2020-01-22,UPI
7284,43910,106,90,2024-11-16,UPI
7285,26554,105,240,2023-01-27,UPI
7286,31788,100,431,2024-10-22,UPI
7287,21364,109,332,2021-06-08,Credit Card
7288,44900,186,3270,2020-02-07,PayPal
7289,35309,104,259,2021-05-16,Credit Card
7290,20086,63,92,2023-01-25,Bank Transfer
7291,30475,15,197,2022-04-30,UPI
7292,7248,118,309,2022-05-22,INVALID
7293,15830,79,64,2023-06-10,Credit Card
7294,12371,178,120,2022-02-24,Bank Transfer
7295,7228,46,142,2022-12-07,Credit Card
7296,10401,129,407,2020-02-02,UPI
7297,50270,191,186,2024-08-10,Bank Transfer
7298,12742,41,71,2024-02-02,PayPal
7299,16452,132,277,2020-08-13,UPI
7300,36768,5,296,2022-11-25,INVALID
7301,33141,81,431,2022-01-06,INVALID
7302,36295,154,490,2024-10-13,PayPal
7303,997,19,200,2022-01-05,UPI
7304,6727,93,463,2023-02-20,PayPal
7305,48873,56,171,2020-03-02,Credit Card
7306,49113,39,1480,2020-05-12,Credit Card
7307,55370,186,66,2023-08-13,INVALID
7308,26326,79,4080,2021-07-27,Credit Card
7309,8322,25,1140,2020-12-29,INVALID
7310,48637,35,151,2020-02-05,Credit Card
7311,1450,193,71,2021-05-12,PayPal
7312,49298,30,112,2023-11-20,Bank Transfer
7313,22539,129,440,2024-06-02,Credit Card
7314,39756,28,253,2020-02-21,Bank Transfer
7315,48601,44,379,2023-04-03,PayPal
7316,37985,122,62,2020-11-18,PayPal
7317,27087,77,53,2020-01-05,PayPal
7318,19451,155,114,2021-07-26,PayPal
7319,15503,25,209,2022-12-30,Credit Card
7320,39025,172,272,2023-11-18,Credit Card
7321,46922,125,164,2020-05-26,UPI
7322,22029,99,191,2021-09-30,PayPal
7323,7970,140,188,2022-08-05,UPI
7324,22693,112,92,2023-04-12,UPI
7325,6724,106,134,2021-04-22,UPI
7326,7661,96,215,2023-02-13,UPI
7327,41406,116,476,2020-06-26,UPI
7328,4635,52,130,2020-05-24,Credit Card
7329,29476,157,191,2023-05-30,Bank Transfer
7330,51773,95,83,2022-01-21,UPI
7331,4169,113,498,2022-04-09,Credit Card
7332,44200,126,384,2022-07-11,Bank Transfer
7333,5572,173,395,2024-08-17,PayPal
7334,24702,102,313,2022-12-12,Credit Card
7335,26853,31,409,2023-09-01,PayPal
7336,30837,132,312,2023-03-15,INVALID
7337,4510,115,206,2022-09-22,INVALID
7338,15148,63,426,2023-08-22,PayPal
7339,18076,90,227,2023-06-12,PayPal
7340,12818,146,178,2024-04-08,Credit Card
7341,45197,109,412,2020-06-18,PayPal
7342,12250,156,167,2021-04-25,UPI
7343,16664,3,431,2020-02-29,Credit Card
7344,44828,14,2260,2023-11-12,Bank Transfer
7345,20789,187,264,2024-01-23,Credit Card
7346,18502,35,289,2020-06-30,Credit Card
7347,7272,67,328,2020-03-12,Bank Transfer
7348,40990,94,451,2023-12-07,PayPal
7349,6634,66,157,2021-04-23,PayPal
7350,36833,18,315,2023-11-14,Bank Transfer
7351,45093,172,75,2024-10-02,PayPal
7352,49095,162,72,2023-08-15,UPI
7353,16925,83,122,2021-07-20,UPI
7354,35519,171,246,2021-08-03,Bank Transfer
7355,31430,81,362,2021-08-03,Credit Card
7356,38444,194,312,2021-10-01,UPI
7357,50458,135,262,2024-04-12,UPI
7358,41377,87,2050,2023-03-18,PayPal
7359,11432,19,304,2024-07-01,PayPal
7360,42602,57,333,2020-11-06,Credit Card
7361,36804,147,274,2024-06-24,PayPal
7362,35352,34,81,2022-11-19,Credit Card
7363,16720,199,469,2022-04-18,Credit Card
7364,33746,98,205,2024-03-10,PayPal
7365,49289,109,230,2023-12-28,Credit Card
7366,24942,91,402,2023-12-22,Bank Transfer
7367,54684,21,272,2022-05-17,PayPal
7368,52832,88,164,2022-04-15,UPI
7369,7201,72,4310,2023-06-21,INVALID
7370,30461,188,224,2024-10-24,UPI
7371,16553,128,60,2021-06-09,PayPal
7372,2123,14,52,2020-01-10,UPI
7373,10775,87,194,2023-09-20,Bank Transfer
7374,30762,76,244,2021-02-01,UPI
7375,51264,96,309,2020-10-05,Credit Card
7376,31085,113,173,2024-10-07,Bank Transfer
7377,47644,140,70,2022-08-19,PayPal
7378,49227,60,239,2020-09-06,UPI
7379,47798,119,4870,2023-10-15,UPI
7380,45754,187,292,2020-05-14,Credit Card
7381,17284,185,355,2022-08-06,UPI
7382,39037,40,97,2021-05-08,PayPal
7383,40704,39,444,2020-08-29,PayPal
7384,46151,64,381,2022-03-03,UPI
7385,12756,55,178,2021-01-24,Bank Transfer
7386,14855,185,265,2024-06-26,UPI
7387,17442,146,2670,2022-08-10,INVALID
7388,54511,103,336,2022-08-28,INVALID
7389,34199,160,196,2024-02-20,Bank Transfer
7390,24147,133,72,2020-10-21,UPI
7391,37805,160,191,2024-04-01,INVALID
7392,38760,26,332,2024-04-29,UPI
7393,36350,90,425,2022-09-30,Credit Card
7394,52811,172,266,2021-06-22,UPI
7395,49044,119,78,2024-01-16,INVALID
7396,27026,22,275,2020-04-11,Bank Transfer
7397,52996,165,378,2020-12-02,PayPal
7398,20058,190,64,2024-12-08,Credit Card
7399,42984,12,237,2021-03-27,PayPal
7400,46341,18,389,2022-02-11,PayPal
7401,32459,181,1360,2021-09-25,PayPal
7402,47006,158,205,2023-10-02,Bank Transfer
7403,24213,72,251,2022-09-07,INVALID
7404,1240,131,3160,2023-01-14,Bank Transfer
7405,50167,163,175,2022-08-22,INVALID
7406,17926,183,384,2023-08-08,Bank Transfer
7407,16264,42,169,2022-10-10,PayPal
7408,128,190,119,2023-08-13,Credit Card
7409,39595,117,168,2023-03-07,Bank Transfer
7410,36003,186,458,2023-02-08,UPI
7411,49055,104,80,2020-05-04,UPI
7412,24513,198,268,2022-04-04,Credit Card
7413,38216,42,400,2021-01-26,Credit Card
7414,28628,12,406,2022-08-22,UPI
7415,169,56,50,2023-10-28,UPI
7416,22656,191,478,2022-07-17,Credit Card
7417,47752,145,295,2023-08-20,Bank Transfer
7418,3553,13,400,2021-10-23,Credit Card
7419,8094,195,159,2024-04-13,Bank Transfer
7420,11504,29,483,2021-11-30,Credit Card
7421,15774,128,382,2022-09-15,Bank Transfer
7422,11655,91,260,2020-05-03,UPI
7423,26310,41,87,2021-01-06,PayPal
7424,1490,91,403,2021-01-06,PayPal
7425,11418,95,100,2021-08-06,UPI
7426,17675,104,278,2023-12-02,Bank Transfer
7427,42866,99,206,2022-11-19,UPI
7428,28571,16,493,2023-06-12,Credit Card
7429,17844,7,195,2024-02-05,Bank Transfer
7430,16091,103,343,2024-07-01,PayPal
7431,33414,54,362,2022-07-09,Credit Card
7432,48914,24,396,2024-03-30,PayPal
7433,32290,150,439,2022-06-22,PayPal
7434,47707,150,194,2023-03-04,PayPal
7435,24228,177,194,2020-11-08,UPI
7436,15504,45,55,2020-01-29,UPI
7437,8014,42,123,2024-08-18,UPI
7438,5975,76,65,2020-07-07,PayPal
7439,37489,105,412,2022-08-31,Credit Card
7440,52400,194,424,2022-06-10,UPI
7441,19549,46,481,2020-03-17,UPI
7442,41727,137,491,2022-04-02,Bank Transfer
7443,54864,3,390,2023-12-05,UPI
7444,44174,104,292,2021-09-04,UPI
7445,52085,118,154,2021-06-12,INVALID
7446,3333,56,165,2023-07-31,Credit Card
7447,5968,40,83,2024-03-04,PayPal
7448,30404,87,91,2024-06-08,UPI
7449,21734,156,201,2021-10-01,Bank Transfer
7450,35462,108,230,2020-10-15,INVALID
7451,20661,136,153,2021-04-18,UPI
7452,7152,9,437,2024-01-15,PayPal
7453,13319,59,242,2023-10-04,PayPal
7454,53902,152,213,2022-06-02,Bank Transfer
7455,19999,39,346,2024-12-26,UPI
7456,41780,11,326,2021-08-12,Credit Card
7457,17802,142,152,2020-02-29,INVALID
7458,3958,172,1930,2020-10-29,UPI
7459,8461,14,182,2024-04-19,INVALID
7460,26348,82,68,2023-02-28,Bank Transfer
7461,7206,38,2570,2021-01-14,Credit Card
7462,3803,159,372,2020-05-04,UPI
7463,46676,190,443,2023-10-14,PayPal
7464,54096,66,258,2023-01-21,PayPal
7465,16810,128,95,2020-09-30,UPI
7466,55302,166,82,2020-02-22,UPI
7467,6625,38,341,2022-10-28,PayPal
7468,16920,198,353,2021-09-06,PayPal
7469,34977,64,254,2021-10-16,PayPal
7470,16177,98,379,2024-06-03,INVALID
7471,2344,137,81,2022-12-17,PayPal
7472,43723,174,129,2024-11-16,UPI
7473,22601,178,371,2021-03-07,Credit Card
7474,5223,177,237,2020-12-19,Bank Transfer
7475,1595,153,80,2021-12-20,Bank Transfer
7476,40896,165,94,2021-02-17,UPI
7477,239,96,188,2023-07-16,UPI
7478,17947,25,97,2020-05-26,INVALID
7479,22737,112,264,2023-08-20,UPI
7480,48522,28,284,2024-05-06,Bank Transfer
7481,5319,164,207,2021-07-14,Bank Transfer
7482,12989,97,124,2023-10-11,PayPal
7483,45351,1,468,2022-12-14,Bank Transfer
7484,12968,51,243,2024-09-23,Bank Transfer
7485,41680,58,55,2022-07-12,Bank Transfer
7486,51608,161,195,2024-12-16,Bank Transfer
7487,14418,160,2620,2020-08-16,PayPal
7488,52436,177,4400,2020-01-01,Credit Card
7489,49420,138,356,2022-02-27,PayPal
7490,9347,143,118,2020-05-11,Bank Transfer
7491,37875,62,434,2020-11-20,INVALID
7492,39595,190,187,2022-12-06,Credit Card
7493,7988,57,111,2024-08-14,Credit Card
7494,36226,78,150,2022-11-26,Credit Card
7495,18836,53,1780,2022-03-27,UPI
7496,11183,136,3290,2021-03-23,UPI
7497,18438,200,281,2022-03-20,Credit Card
7498,5430,69,425,2024-02-19,INVALID
7499,30374,50,71,2023-08-16,PayPal
7500,26868,54,285,2024-10-26,INVALID
7501,40007,148,413,2023-02-22,Credit Card
7502,25524,168,487,2020-10-25,PayPal
7503,12856,5,363,2024-04-14,Credit Card
7504,39254,123,400,2024-08-26,UPI
7505,9406,187,228,2020-07-16,PayPal
7506,29286,151,413,2020-09-07,Credit Card
7507,22775,101,271,2024-10-10,PayPal
7508,24656,80,478,2024-08-20,PayPal
7509,22535,99,2990,2020-06-15,Credit Card
7510,9887,88,226,2022-12-13,UPI
7511,53579,155,161,2022-09-22,INVALID
7512,30395,180,239,2024-02-16,INVALID
7513,20896,1,474,2024-11-01,INVALID
7514,40557,44,432,2024-06-25,Credit Card
7515,12961,79,165,2024-12-29,PayPal
7516,47701,89,296,2024-05-28,UPI
7517,953,140,131,2021-01-01,PayPal
7518,11797,156,284,2020-04-21,UPI
7519,28458,7,346,2023-06-27,Bank Transfer
7520,48152,182,423,2020-11-20,UPI
7521,31957,166,343,2022-01-16,Credit Card
7522,45070,16,192,2024-10-07,PayPal
7523,44971,3,352,2024-02-21,Bank Transfer
7524,39149,108,466,2021-09-18,Bank Transfer
7525,29953,197,650,2020-05-14,Bank Transfer
7526,44424,65,2060,2021-05-09,PayPal
7527,54135,128,463,2022-07-29,Credit Card
7528,19659,109,161,2022-11-23,Bank Transfer
7529,54443,161,476,2020-10-01,UPI
7530,28261,200,392,2020-02-21,Credit Card
7531,44393,118,226,2022-11-17,Bank Transfer
7532,35661,44,178,2022-07-03,PayPal
7533,27667,8,224,2022-08-25,UPI
7534,35584,158,306,2022-05-05,Bank Transfer
7535,42362,98,193,2020-01-07,UPI
7536,13672,114,260,2021-03-19,Bank Transfer
7537,25501,159,229,2022-03-03,PayPal
7538,2586,60,3440,2020-08-18,Bank Transfer
7539,12589,78,91,2022-02-04,INVALID
7540,36223,99,285,2023-07-09,PayPal
7541,18506,200,488,2021-01-27,INVALID
7542,32386,104,156,2021-06-24,PayPal
7543,21170,4,87,2022-09-12,PayPal
7544,25344,107,413,2023-04-30,PayPal
7545,50883,26,4590,2024-10-19,Bank Transfer
7546,803,77,212,2021-04-08,PayPal
7547,19528,171,364,2024-05-13,UPI
7548,39267,30,259,2020-11-16,Credit Card
7549,25041,18,436,2021-06-03,PayPal
7550,275,18,147,2022-08-06,PayPal
7551,28992,105,318,2023-10-02,PayPal
7552,54542,146,483,2020-07-18,PayPal
7553,29603,146,335,2022-09-18,INVALID
7554,18571,147,235,2022-05-12,UPI
7555,24849,179,242,2023-01-03,UPI
7556,45728,103,102,2022-06-12,UPI
7557,50081,131,4450,2023-10-19,Bank Transfer
7558,32329,1,168,2022-06-12,Bank Transfer
7559,3418,194,484,2022-07-30,UPI
7560,6123,19,353,2022-10-14,Credit Card
